session;landmark_id;id;date;year;month;day;clan;utme;utmn;category;dob;dengrad
s13761;Schiphol_Den;mim;2014-04-24;2014;04;24;serenan;723441;9844921;cd;2013-12-30;2014-10-10
s13761;Schiphol_Den;rckt;2014-04-24;2014;04;24;serenan;723441;9844921;cd;2014-01-07;2014-05-28
s13763;Schiphol_Den;thrl;2014-04-25;2014;04;25;serenan;723441;9844921;cd;2013-12-30;2014-12-30
s13763;Schiphol_Den;gumy;2014-04-25;2014;04;25;serenan;723441;9844921;cd;2013-11-04;2014-06-10
s13763;Schiphol_Den;rckt;2014-04-25;2014;04;25;serenan;723441;9844921;cd;2014-01-07;2014-05-28
s13763;Schiphol_Den;mim;2014-04-25;2014;04;25;serenan;723441;9844921;cd;2013-12-30;2014-10-10
s13763;Schiphol_Den;yell;2014-04-25;2014;04;25;serenan;723441;9844921;cd;2014-03-09;2015-03-09
s13763;Schiphol_Den;tedy;2014-04-25;2014;04;25;serenan;723441;9844921;cd;2013-11-04;2014-06-10
s13763;Schiphol_Den;help;2014-04-25;2014;04;25;serenan;723441;9844921;cd;2014-03-09;2015-03-09
s13763;Schiphol_Den;asto;2014-04-25;2014;04;25;serenan;723441;9844921;cd;2014-01-07;2015-01-07
s13770;Schiphol_Den;rckt;2014-04-25;2014;04;25;serenan;723441;9844921;cd;2014-01-07;2014-05-28
s13771;Schiphol_Den;asto;2014-04-26;2014;04;26;serenan;723441;9844921;cd;2014-01-07;2015-01-07
s13771;Schiphol_Den;tedy;2014-04-26;2014;04;26;serenan;723441;9844921;cd;2013-11-04;2014-06-10
s13771;Schiphol_Den;gumy;2014-04-26;2014;04;26;serenan;723441;9844921;cd;2013-11-04;2014-06-10
s13780;Schiphol_Den;mim;2014-04-26;2014;04;26;serenan;723441;9844921;cd;2013-12-30;2014-10-10
s13780;Schiphol_Den;gumy;2014-04-26;2014;04;26;serenan;723441;9844921;cd;2013-11-04;2014-06-10
s13780;Schiphol_Den;rckt;2014-04-26;2014;04;26;serenan;723441;9844921;cd;2014-01-07;2014-05-28
s13780;Schiphol_Den;tedy;2014-04-26;2014;04;26;serenan;723441;9844921;cd;2013-11-04;2014-06-10
s13780;Schiphol_Den;thrl;2014-04-26;2014;04;26;serenan;723441;9844921;cd;2013-12-30;2014-12-30
s13780;Schiphol_Den;asto;2014-04-26;2014;04;26;serenan;723441;9844921;cd;2014-01-07;2015-01-07
s1380;Redemption_Den;mfn;2008-07-16;2008;07;16;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1380;Redemption_Den;mcrn;2008-07-16;2008;07;16;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s13802;Uji_Den;thrl;2014-05-03;2014;05;03;serenan;723067;9846159;cd;2013-12-30;2014-12-30
s13802;Uji_Den;jett;2014-05-03;2014;05;03;serenan;723067;9846159;cd;2014-02-23;2014-09-23
s13802;Uji_Den;shtr;2014-05-03;2014;05;03;serenan;723067;9846159;cd;2013-10-24;2014-10-24
s13802;Uji_Den;antj;2014-05-03;2014;05;03;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13802;Uji_Den;mim;2014-05-03;2014;05;03;serenan;723067;9846159;cd;2013-12-30;2014-10-10
s13802;Uji_Den;asto;2014-05-03;2014;05;03;serenan;723067;9846159;cd;2014-01-07;2015-01-07
s13802;Uji_Den;wawa;2014-05-03;2014;05;03;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13802;Uji_Den;rckt;2014-05-03;2014;05;03;serenan;723067;9846159;cd;2014-01-07;2014-05-28
s13802;Uji_Den;clev;2014-05-03;2014;05;03;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13802;Uji_Den;kath;2014-05-03;2014;05;03;serenan;723067;9846159;cd;2014-02-23;2014-09-24
s13802;Uji_Den;mrsb;2014-05-03;2014;05;03;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s1381;Redemption_Den;mfn;2008-07-17;2008;07;17;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1381;Redemption_Den;bliz;2008-07-17;2008;07;17;serenan;722500;9844773;cd;2008-02-01;2009-02-01
s1381;Redemption_Den;mcrn;2008-07-17;2008;07;17;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s13810;Uji_Den;rckt;2014-05-05;2014;05;05;serenan;723067;9846159;cd;2014-01-07;2014-05-28
s13810;Uji_Den;tedy;2014-05-05;2014;05;05;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13810;Uji_Den;gumy;2014-05-05;2014;05;05;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13816;Uji_Den;wawa;2014-05-09;2014;05;09;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13816;Uji_Den;mrsb;2014-05-09;2014;05;09;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13816;Uji_Den;rckt;2014-05-09;2014;05;09;serenan;723067;9846159;cd;2014-01-07;2014-05-28
s13816;Uji_Den;mim;2014-05-09;2014;05;09;serenan;723067;9846159;cd;2013-12-30;2014-10-10
s13816;Uji_Den;antj;2014-05-09;2014;05;09;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13822;Uji_Den;antj;2014-05-11;2014;05;11;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13822;Uji_Den;asto;2014-05-11;2014;05;11;serenan;723067;9846159;cd;2014-01-07;2015-01-07
s13822;Uji_Den;mim;2014-05-11;2014;05;11;serenan;723067;9846159;cd;2013-12-30;2014-10-10
s13822;Uji_Den;mrsb;2014-05-11;2014;05;11;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13822;Uji_Den;wawa;2014-05-11;2014;05;11;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13822;Uji_Den;clev;2014-05-11;2014;05;11;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13822;Uji_Den;rckt;2014-05-11;2014;05;11;serenan;723067;9846159;cd;2014-01-07;2014-05-28
s13822;Uji_Den;shtr;2014-05-11;2014;05;11;serenan;723067;9846159;cd;2013-10-24;2014-10-24
s1383;Redemption_Den;bliz;2008-07-17;2008;07;17;serenan;722500;9844773;cd;2008-02-01;2009-02-01
s1383;Redemption_Den;mcrn;2008-07-17;2008;07;17;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1383;Redemption_Den;mfn;2008-07-17;2008;07;17;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s13830;Uji_Den;rckt;2014-05-14;2014;05;14;serenan;723067;9846159;cd;2014-01-07;2014-05-28
s13830;Uji_Den;antj;2014-05-14;2014;05;14;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13830;Uji_Den;mrsb;2014-05-14;2014;05;14;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13830;Uji_Den;mim;2014-05-14;2014;05;14;serenan;723067;9846159;cd;2013-12-30;2014-10-10
s13830;Uji_Den;wawa;2014-05-14;2014;05;14;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13830;Uji_Den;clev;2014-05-14;2014;05;14;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13831;Uji_Den;tedy;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13831;Uji_Den;asto;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2014-01-07;2015-01-07
s13831;Uji_Den;shtr;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-10-24;2014-10-24
s13831;Uji_Den;rckt;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2014-01-07;2014-05-28
s13831;Uji_Den;gumy;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13831;Uji_Den;wawa;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13831;Uji_Den;jett;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2014-02-23;2014-09-23
s13831;Uji_Den;mrsb;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13831;Uji_Den;clev;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13831;Uji_Den;antj;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13831;Uji_Den;kath;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2014-02-23;2014-09-24
s13837;Uji_Den;asto;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2014-01-07;2015-01-07
s13837;Uji_Den;clev;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13837;Uji_Den;tedy;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13837;Uji_Den;gumy;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13837;Uji_Den;wawa;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13837;Uji_Den;antj;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13837;Uji_Den;mim;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-12-30;2014-10-10
s13837;Uji_Den;rckt;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2014-01-07;2014-05-28
s13837;Uji_Den;mrsb;2014-05-16;2014;05;16;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13838;Uji_Den;clev;2014-05-18;2014;05;18;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13838;Uji_Den;jett;2014-05-18;2014;05;18;serenan;723067;9846159;cd;2014-02-23;2014-09-23
s13838;Uji_Den;remi;2014-05-18;2014;05;18;serenan;723067;9846159;cd;2014-03-17;2015-03-17
s13838;Uji_Den;antj;2014-05-18;2014;05;18;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13838;Uji_Den;kath;2014-05-18;2014;05;18;serenan;723067;9846159;cd;2014-02-23;2014-09-24
s13838;Uji_Den;shtr;2014-05-18;2014;05;18;serenan;723067;9846159;cd;2013-10-24;2014-10-24
s13838;Uji_Den;mim;2014-05-18;2014;05;18;serenan;723067;9846159;cd;2013-12-30;2014-10-10
s13838;Uji_Den;tedy;2014-05-18;2014;05;18;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13838;Uji_Den;asto;2014-05-18;2014;05;18;serenan;723067;9846159;cd;2014-01-07;2015-01-07
s13838;Uji_Den;deni;2014-05-18;2014;05;18;serenan;723067;9846159;cd;2014-04-06;2015-04-06
s13838;Uji_Den;gumy;2014-05-18;2014;05;18;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13838;Uji_Den;mrsb;2014-05-18;2014;05;18;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13838;Uji_Den;wawa;2014-05-18;2014;05;18;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s1384;Redemption_Den;mfn;2008-07-17;2008;07;17;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1384;Redemption_Den;bliz;2008-07-17;2008;07;17;serenan;722500;9844773;cd;2008-02-01;2009-02-01
s1384;Redemption_Den;mcrn;2008-07-17;2008;07;17;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s13847;Uji_Den;asto;2014-05-19;2014;05;19;serenan;723067;9846159;cd;2014-01-07;2015-01-07
s13847;Uji_Den;mrsb;2014-05-19;2014;05;19;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13847;Uji_Den;tedy;2014-05-19;2014;05;19;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13847;Uji_Den;kath;2014-05-19;2014;05;19;serenan;723067;9846159;cd;2014-02-23;2014-09-24
s13847;Uji_Den;antj;2014-05-19;2014;05;19;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13847;Uji_Den;remi;2014-05-19;2014;05;19;serenan;723067;9846159;cd;2014-03-17;2015-03-17
s13847;Uji_Den;jett;2014-05-19;2014;05;19;serenan;723067;9846159;cd;2014-02-23;2014-09-23
s13847;Uji_Den;deni;2014-05-19;2014;05;19;serenan;723067;9846159;cd;2014-04-06;2015-04-06
s13847;Uji_Den;mim;2014-05-19;2014;05;19;serenan;723067;9846159;cd;2013-12-30;2014-10-10
s13847;Uji_Den;gumy;2014-05-19;2014;05;19;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13847;Uji_Den;wawa;2014-05-19;2014;05;19;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13847;Uji_Den;clev;2014-05-19;2014;05;19;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13847;Uji_Den;rckt;2014-05-19;2014;05;19;serenan;723067;9846159;cd;2014-01-07;2014-05-28
s13850;Uji_Den;mrsb;2014-05-21;2014;05;21;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13850;Uji_Den;antj;2014-05-21;2014;05;21;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13850;Uji_Den;shtr;2014-05-21;2014;05;21;serenan;723067;9846159;cd;2013-10-24;2014-10-24
s13850;Uji_Den;kath;2014-05-21;2014;05;21;serenan;723067;9846159;cd;2014-02-23;2014-09-24
s13850;Uji_Den;tedy;2014-05-21;2014;05;21;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13850;Uji_Den;gumy;2014-05-21;2014;05;21;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13850;Uji_Den;clev;2014-05-21;2014;05;21;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13850;Uji_Den;mim;2014-05-21;2014;05;21;serenan;723067;9846159;cd;2013-12-30;2014-10-10
s13850;Uji_Den;asto;2014-05-21;2014;05;21;serenan;723067;9846159;cd;2014-01-07;2015-01-07
s13850;Uji_Den;wawa;2014-05-21;2014;05;21;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13850;Uji_Den;rckt;2014-05-21;2014;05;21;serenan;723067;9846159;cd;2014-01-07;2014-05-28
s1386;Redemption_Den;mcrn;2008-07-24;2008;07;24;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1386;Redemption_Den;mfn;2008-07-24;2008;07;24;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s13865;Uji_Den;wawa;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13865;Uji_Den;asto;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2014-01-07;2015-01-07
s13865;Uji_Den;antj;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13865;Uji_Den;mim;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2013-12-30;2014-10-10
s13865;Uji_Den;mrsb;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13865;Uji_Den;shtr;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2013-10-24;2014-10-24
s13865;Uji_Den;jett;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2014-02-23;2014-09-23
s13865;Uji_Den;deni;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2014-04-06;2015-04-06
s13865;Uji_Den;gumy;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13865;Uji_Den;kath;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2014-02-23;2014-09-24
s13865;Uji_Den;rckt;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2014-01-07;2014-05-28
s13865;Uji_Den;tedy;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13865;Uji_Den;clev;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13865;Uji_Den;remi;2014-05-22;2014;05;22;serenan;723067;9846159;cd;2014-03-17;2015-03-17
s1387;Redemption_Den;mfn;2008-07-24;2008;07;24;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1387;Redemption_Den;wafl;2008-07-24;2008;07;24;serenan;722500;9844773;cd;2007-08-01;2008-08-01
s1387;Redemption_Den;bliz;2008-07-24;2008;07;24;serenan;722500;9844773;cd;2008-02-01;2009-02-01
s1387;Redemption_Den;hndy;2008-07-24;2008;07;24;serenan;722500;9844773;cd;2008-01-01;2009-01-01
s1387;Redemption_Den;mcrn;2008-07-24;2008;07;24;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1387;Redemption_Den;mstl;2008-07-24;2008;07;24;serenan;722500;9844773;cd;2007-11-01;2008-08-01
s13871;Uji_Den;mrsb;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13871;Uji_Den;antj;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13871;Uji_Den;shtr;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2013-10-24;2014-10-24
s13871;Uji_Den;rckt;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2014-01-07;2014-05-28
s13871;Uji_Den;deni;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2014-04-06;2015-04-06
s13871;Uji_Den;kath;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2014-02-23;2014-09-24
s13871;Uji_Den;asto;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2014-01-07;2015-01-07
s13871;Uji_Den;jett;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2014-02-23;2014-09-23
s13871;Uji_Den;mim;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2013-12-30;2014-10-10
s13871;Uji_Den;gumy;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13871;Uji_Den;clev;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13871;Uji_Den;wawa;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13871;Uji_Den;remi;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2014-03-17;2015-03-17
s13871;Uji_Den;tedy;2014-05-24;2014;05;24;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13875;Uji_Den;clev;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13875;Uji_Den;rckt;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2014-01-07;2014-05-28
s13875;Uji_Den;mim;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2013-12-30;2014-10-10
s13875;Uji_Den;deni;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2014-04-06;2015-04-06
s13875;Uji_Den;antj;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13875;Uji_Den;gumy;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13875;Uji_Den;asto;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2014-01-07;2015-01-07
s13875;Uji_Den;remi;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2014-03-17;2015-03-17
s13875;Uji_Den;jett;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2014-02-23;2014-09-23
s13875;Uji_Den;kath;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2014-02-23;2014-09-24
s13875;Uji_Den;mrsb;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13875;Uji_Den;wawa;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13875;Uji_Den;shtr;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2013-10-24;2014-10-24
s13875;Uji_Den;tedy;2014-05-25;2014;05;25;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13877;Uji_Den;tedy;2014-05-28;2014;05;28;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13877;Uji_Den;remi;2014-05-28;2014;05;28;serenan;723067;9846159;cd;2014-03-17;2015-03-17
s13877;Uji_Den;asto;2014-05-28;2014;05;28;serenan;723067;9846159;cd;2014-01-07;2015-01-07
s13877;Uji_Den;jett;2014-05-28;2014;05;28;serenan;723067;9846159;cd;2014-02-23;2014-09-23
s13877;Uji_Den;deni;2014-05-28;2014;05;28;serenan;723067;9846159;cd;2014-04-06;2015-04-06
s13877;Uji_Den;antj;2014-05-28;2014;05;28;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13877;Uji_Den;mrsb;2014-05-28;2014;05;28;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13877;Uji_Den;gumy;2014-05-28;2014;05;28;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s1388;Redemption_Den;mstl;2008-07-25;2008;07;25;serenan;722500;9844773;cd;2007-11-01;2008-08-01
s1388;Redemption_Den;hndy;2008-07-25;2008;07;25;serenan;722500;9844773;cd;2008-01-01;2009-01-01
s1389;Redemption_Den;mfn;2008-07-25;2008;07;25;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1389;Redemption_Den;mcrn;2008-07-25;2008;07;25;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s13897;Uji_Den;kath;2014-05-29;2014;05;29;serenan;723067;9846159;cd;2014-02-23;2014-09-24
s13897;Uji_Den;mrsb;2014-05-29;2014;05;29;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13897;Uji_Den;gumy;2014-05-29;2014;05;29;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13897;Uji_Den;clev;2014-05-29;2014;05;29;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13897;Uji_Den;deni;2014-05-29;2014;05;29;serenan;723067;9846159;cd;2014-04-06;2015-04-06
s13897;Uji_Den;asto;2014-05-29;2014;05;29;serenan;723067;9846159;cd;2014-01-07;2015-01-07
s13897;Uji_Den;tedy;2014-05-29;2014;05;29;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13897;Uji_Den;wawa;2014-05-29;2014;05;29;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13897;Uji_Den;mim;2014-05-29;2014;05;29;serenan;723067;9846159;cd;2013-12-30;2014-10-10
s13897;Uji_Den;antj;2014-05-29;2014;05;29;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13902;Uji_Den;antj;2014-05-31;2014;05;31;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13902;Uji_Den;clev;2014-05-31;2014;05;31;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13902;Uji_Den;kath;2014-05-31;2014;05;31;serenan;723067;9846159;cd;2014-02-23;2014-09-24
s13902;Uji_Den;mrsb;2014-05-31;2014;05;31;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13902;Uji_Den;gumy;2014-05-31;2014;05;31;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13902;Uji_Den;wawa;2014-05-31;2014;05;31;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13902;Uji_Den;deni;2014-05-31;2014;05;31;serenan;723067;9846159;cd;2014-04-06;2015-04-06
s13902;Uji_Den;tedy;2014-05-31;2014;05;31;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13902;Uji_Den;jett;2014-05-31;2014;05;31;serenan;723067;9846159;cd;2014-02-23;2014-09-23
s13902;Uji_Den;remi;2014-05-31;2014;05;31;serenan;723067;9846159;cd;2014-03-17;2015-03-17
s13902;Uji_Den;mim;2014-05-31;2014;05;31;serenan;723067;9846159;cd;2013-12-30;2014-10-10
s13902;Uji_Den;shtr;2014-05-31;2014;05;31;serenan;723067;9846159;cd;2013-10-24;2014-10-24
s13908;Uji_Den;kath;2014-06-02;2014;06;02;serenan;723067;9846159;cd;2014-02-23;2014-09-24
s13908;Uji_Den;deni;2014-06-02;2014;06;02;serenan;723067;9846159;cd;2014-04-06;2015-04-06
s13908;Uji_Den;tedy;2014-06-02;2014;06;02;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13908;Uji_Den;gumy;2014-06-02;2014;06;02;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13908;Uji_Den;antj;2014-06-02;2014;06;02;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s1392;Redemption_Den;mcrn;2008-07-25;2008;07;25;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1392;Redemption_Den;bliz;2008-07-25;2008;07;25;serenan;722500;9844773;cd;2008-02-01;2009-02-01
s1392;Redemption_Den;mfn;2008-07-25;2008;07;25;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1392;Redemption_Den;mstl;2008-07-25;2008;07;25;serenan;722500;9844773;cd;2007-11-01;2008-08-01
s1392;Redemption_Den;hndy;2008-07-25;2008;07;25;serenan;722500;9844773;cd;2008-01-01;2009-01-01
s13921;Uji_Den;clev;2014-06-06;2014;06;06;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13921;Uji_Den;shtr;2014-06-06;2014;06;06;serenan;723067;9846159;cd;2013-10-24;2014-10-24
s13921;Uji_Den;tedy;2014-06-06;2014;06;06;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13921;Uji_Den;wawa;2014-06-06;2014;06;06;serenan;723067;9846159;cd;2013-11-12;2014-06-10
s13921;Uji_Den;gumy;2014-06-06;2014;06;06;serenan;723067;9846159;cd;2013-11-04;2014-06-10
s13921;Uji_Den;deni;2014-06-06;2014;06;06;serenan;723067;9846159;cd;2014-04-06;2015-04-06
s13925;Uji_Den;mrsb;2014-06-09;2014;06;09;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13925;Uji_Den;antj;2014-06-09;2014;06;09;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s13929;Uji_Den;mrsb;2014-06-09;2014;06;09;serenan;723067;9846159;cd;2013-10-22;2014-10-22
s13929;Uji_Den;antj;2014-06-09;2014;06;09;serenan;723067;9846159;cd;2013-10-22;2014-06-10
s1393;Redemption_Den;mfn;2008-07-26;2008;07;26;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1393;Redemption_Den;mstl;2008-07-26;2008;07;26;serenan;722500;9844773;cd;2007-11-01;2008-08-01
s1393;Redemption_Den;bliz;2008-07-26;2008;07;26;serenan;722500;9844773;cd;2008-02-01;2009-02-01
s1393;Redemption_Den;mcrn;2008-07-26;2008;07;26;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s13933;Uji_Den;clev;2014-06-10;2014;06;10;serenan;723067;9846159;cd;2013-10-24;2014-06-11
s13933;Uji_Den;shtr;2014-06-10;2014;06;10;serenan;723067;9846159;cd;2013-10-24;2014-10-24
s1395;Redemption_Den;mcrn;2008-07-26;2008;07;26;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1395;Redemption_Den;mfn;2008-07-26;2008;07;26;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1396;Redemption_Den;mfn;2008-07-26;2008;07;26;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1396;Redemption_Den;mcrn;2008-07-26;2008;07;26;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1398;Redemption_Den;mcrn;2008-07-26;2008;07;26;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1398;Redemption_Den;mfn;2008-07-26;2008;07;26;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1399;Redemption_Den;hndy;2008-07-27;2008;07;27;serenan;722500;9844773;cd;2008-01-01;2009-01-01
s1399;Redemption_Den;fnta;2008-07-27;2008;07;27;serenan;722500;9844773;cd;2007-08-01;2008-08-01
s1399;Redemption_Den;wafl;2008-07-27;2008;07;27;serenan;722500;9844773;cd;2007-08-01;2008-08-01
s1399;Redemption_Den;mcrn;2008-07-27;2008;07;27;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1399;Redemption_Den;mstl;2008-07-27;2008;07;27;serenan;722500;9844773;cd;2007-11-01;2008-08-01
s1399;Redemption_Den;mfn;2008-07-27;2008;07;27;serenan;722500;9844773;cd;2008-02-15;2009-02-15
s1402;Redemption_Den;wafl;2008-07-27;2008;07;27;serenan;722500;9844773;cd;2007-08-01;2008-08-01
